Protein A,Protein B
Kctd13,Arid1a
Kctd13,Tmpo
Kctd13,Lmna
Kctd13,Pitpnm2
Kctd13,Lphn1
Kctd13,Cntn2
Kctd13,Ap2s1
Kctd13,Actl6b
Kctd13,Pitpnm1
Kctd13,Lgi3
Kctd13,Pdlim5
Kctd13,Wars
Kctd13,Rala
Kctd13,Phkb
Kctd13,Ndufs4
Kctd13,Eif4g2
Kctd13,Dapk3
Kctd13,Lactb
Kctd13,Madd
Kctd13,Tenm4
Kctd13,Mlip
Kctd13,Palm
Kctd13,Ston2
Kctd13,Dmd
Kctd13,Nudt18
Kctd13,Clu
Kctd13,Pnpla6
Kctd13,Rnpep
Kctd13,Cmas
Kctd13,Gmfb
Kctd13,Hecw2
Kctd13,Syngr1
Kctd13,Mrps9
Kctd13,Pdhx
Kctd13,Psmd6
Kctd13,Gabrg2
Kctd13,Gak
Kctd13,Tomm70a
Kctd13,Hnrnpul2
Kctd13,Ugp2
Kctd13,Agbl4
Kctd13,Tmem33
Kctd13,Mapk8ip1
Kctd13,Rltpr
Kctd13,Ssh2
Kctd13,Asrgl1
Kctd13,Pspc1
Kctd13,Raf1
Kctd13,E430025E21Rik
Kctd13,2210010C04Rik
Kctd13,Ndufv2
Kctd13,Eif5a2
Kctd13,Abcf1
Kctd13,Mog
Kctd13,Vps51
Kctd13,Phldb1
Kctd13,Trp53bp2
Kctd13,Cdipt
Kctd13,Epn2
Kctd13,Pycr2
Kctd13,Arhgap26
Kctd13,Nuak2
Kctd13,Bcan
Kctd13,Sorcs2
Kctd13,Cbr1
Kctd13,Clcn6
Kctd13,Elp3
Kctd13,Kmt2a
Kctd13,Ralgapa1
Kctd13,Rchy1
Kctd13,Prmt5
Kctd13,Nck2
Kctd13,Usp54
Kctd13,Ddx39b
Kctd13,Rpn1
Kctd13,Rpl32
Kctd13,Rap1gap
Kctd13,Fhl1
Kctd13,Atp5j2
Kctd13,Omg
Kctd13,Usp4
Kctd13,Kcna1
Kctd13,Wdr37
Kctd13,Sv2b
Kctd13,Rpl34
Kctd13,1110037F02Rik
Kctd13,Nwd2
Kctd13,Lonp1
Kctd13,Map2k4
Kctd13,Etfb
Kctd13,Mrps22
Kctd13,Sdcbp
Kctd13,Wfs1
Kctd13,Eif4b
Kctd13,Aldh1l1
Kctd13,Exoc1
Kctd13,Gbas
Kctd13,Calcoco1
Kctd13,Tsg101
Kctd13,Ncam2
Kctd13,Sept2
Kctd13,Oat
Kctd13,Prrc2c
Kctd13,Dnah11
Kctd13,Ptdss1
Kctd13,Arglu1
Kctd13,Ptpra
Kctd13,Hexb
Kctd13,Arhgap5
Kctd13,Snrpn
Kctd13,Crocc
Kctd13,Afap1
Kctd13,Cacnb2
Kctd13,Nrd1
Kctd13,Arpc5
Kctd13,Prkce
Kctd13,Morf4l2
Kctd13,Prkag2
Kctd13,Map4k3
Kctd13,Gemin5
Kctd13,Negr1
Kctd13,Epb4.1l4b
Kctd13,Snta1
Kctd13,Sf3b1
Kctd13,Atp5l
Kctd13,Smap1
Kctd13,Ndufa4
Kctd13,Mterf2
Kctd13,Lzts1
Kctd13,Lsm4
Kctd13,Cad
Kctd13,Vps18
Kctd13,Pafah1b2
Kctd13,Grm1
Kctd13,Pfn2
Kctd13,Fam49b
Kctd13,Rtn4
Kctd13,Smurf1
Kctd13,Lppr2
Kctd13,Hdhd2
Kctd13,Serpina1a
Kctd13,Cadm2
Kctd13,Trim25
Kctd13,Psmc1
Kctd13,Rin1
Kctd13,Ndufb11
Kctd13,Ddah1
Kctd13,Plekhg5
Kctd13,Dync1i1
Kctd13,Lrch2
Kctd13,Dyrk1a
Kctd13,Grb2
Kctd13,Dpp6
Kctd13,Grm2
Kctd13,Il12rb1
Kctd13,Fgd4
Kctd13,Dhx57
Kctd13,Pcdh1
Kctd13,Rab5c
Kctd13,Osbpl10
Kctd13,Nes
Kctd13,Mthfs
Kctd13,Cpsf7
Kctd13,Mpc2
Kctd13,ND1
Kctd13,Gm5409
Kctd13,Etf1
Kctd13,Pifo
Kctd13,Prkar2a
Kctd13,Dgkb
Kctd13,Arhgap44
Kctd13,Chd3
Kctd13,Lars
Kctd13,Tmod1
Kctd13,Stoml2
Kctd13,Diras2
Kctd13,Slk
Kctd13,Sec13
Kctd13,Tsc1
Kctd13,Uchl1
Kctd13,Kpna3
Kctd13,Mios
Kctd13,Ngef
Kctd13,COX3
Kctd13,Lrrc49
Kctd13,Prpf40a
Kctd13,Grm5
Kctd13,Plch1
Kctd13,Kank2
Kctd13,Tbc1d24
Kctd13,Slc4a10
Kctd13,Nat9
Kctd13,Itga2
Kctd13,Hrg
Kctd13,Kidins220
Kctd13,Gpd1l
Kctd13,Ythdc2
Kctd13,ND4
Kctd13,Ndufa6
Kctd13,Tmed9
Kctd13,Cdk17
Kctd13,Safb
Kctd13,Hnrnpd
Kctd13,Cse1l
Kctd13,Fgf13
Kctd13,Hax1
Kctd13,Nf1
Kctd13,Pde4dip
Kctd13,Dip2a
Kctd13,Eef1b2
Kctd13,Cxx1b
Kctd13,Psmb3
Kctd13,Mtmr2
Kctd13,Upf2
Kctd13,Il16
Kctd13,Fth1
Kctd13,Lrpprc
Kctd13,Tnc
Kctd13,Sugp2
Kctd13,Metap2
Kctd13,Wrnip1
Kctd13,Mcat
Kctd13,Rpl36
Kctd13,Rpsa
Kctd13,Rtn3
Kctd13,Rbp3
Kctd13,Erlin2
Kctd13,Gja3
Kctd13,Osbpl9
Kctd13,Hadh
Kctd13,Pdhb
Kctd13,Nt5dc3
Kctd13,Atp6ap1
Kctd13,Olfr589
Kctd13,Upf3b
Kctd13,Sart3
Kctd13,Rps15
Kctd13,Dnpep
Kctd13,Snrpd2
Kctd13,Trappc1
Kctd13,Sh3kbp1
Kctd13,Trappc3
Kctd13,St13
Kctd13,Prkaa1
Kctd13,Dnah6
Kctd13,Sf3b3
Kctd13,Dzank1
Kctd13,Slc27a1
Kctd13,Kndc1
Kctd13,Eci1
Kctd13,Stk4
Kctd13,Rpl29
Kctd13,Cgnl1
Kctd13,Vwf
Kctd13,Fkbp9
Kctd13,Slc24a2
Kctd13,Pld3
Kctd13,Sgpl1
Kctd13,Gtf2e2
Kctd13,Stk26
Kctd13,Evl
Kctd13,Stau1
Kctd13,Lppr4
Kctd13,Spon1
Kctd13,Golga3
Kctd13,Pdk1
Kctd13,Cox5a
Kctd13,Rbm39
Kctd13,Ndufv1
Kctd13,Lrrcc1
Kctd13,Csnk1a1
Kctd13,Ndufs7
Kctd13,Tns1
Kctd13,Glo1
Kctd13,Ipo5
Kctd13,Nmt2
Kctd13,Gucy1a2
Kctd13,Syn3
Kctd13,Hmgb1
Kctd13,Nrxn2
Kctd13,Pik3r4
Kctd13,Pde1c
Kctd13,Wasl
Kctd13,Bcl11a
Kctd13,Trip11
Kctd13,Btbd8
Kctd13,Myadm
Kctd13,Cox6c
Kctd13,Cenpj
Kctd13,Xpo1
Kctd13,Letm1
Kctd13,Fbxo41
Kctd13,Rdx
Kctd13,Lrig1
Kctd13,Txn1
Kctd13,Selenbp2
Kctd13,1700017N19Rik
Kctd13,BC107364
Kctd13,Opa3
Kctd13,Gtpbp1
Kctd13,Hapln2
Kctd13,P2rx3
Kctd13,Cers5
Kctd13,Atp5f1
Kctd13,Pgm2
Kctd13,Vmn2r4
Kctd13,Park7
Kctd13,Mgat3
Kctd13,Scrn1
Kctd13,Phgdh
Kctd13,Strn
Kctd13,Kars
Kctd13,Khdrbs1
Kctd13,Adcy4
Kctd13,Akr1b3
Kctd13,Mlxipl
Kctd13,Zc3hc1
Kctd13,Prrc2b
Kctd13,Syt3
Kctd13,Slc25a23
Kctd13,Znfx1
Kctd13,Sars
Kctd13,Dnajc13
Kctd13,Myo9a
Kctd13,Ttc21a
Kctd13,Apoe
Kctd13,Misp
Kctd13,Tpgs1
Trim38,Map3k7
Trim38,Tab2
Piwil2,Tdrd1
Tdrd1,Piwil2
Piwil1,Tdrd1
Piwil4,Tdrd1
Ago1,Tdrd1
Ago2,Tdrd1
Ago3,Tdrd1
Ago4,Tdrd1
Nedd4,Vdac1
Vdac1,Nedd4
Gria1,Gria2
Gria1,Gria4
Grid1,Grid2
Grid2,Grid1
Fbxw10,Anxa2
Sox2,Usp7
Sox2,Pou5f1
Usp7,Nanog
Usp7,Sox2
Usp7,Rnf2
Usp7,Rybp
Usp7,Pcgf1
Usp7,Pcgf3
Usp7,Pcgf5
Usp7,Scml2
Usp7,Drp2
Usp7,Tspan32
Usp7,Mid2
Usp7,Mcts1
Usp7,Egfl6
Usp7,Hoxa4
Usp7,Cfp
Usp7,Hoxc8
Usp7,Emd
Usp7,Gria3
Usp7,Ssr4
Usp7,Klf4
Usp7,Dlgap1
Usp7,Etv1
Usp7,Pax2
Usp7,Clcn5
Usp7,Gpx6
Usp7,Spic
Usp7,9330159F19Rik
Usp7,Col26a1
Usp7,Rhox6
Usp7,Pola1
Usp7,Atp1a2
Usp7,Ceacam9
Usp7,Eya4
Usp7,Ehf
Usp7,Nanog
Usp7,Pigl
Usp7,Csf1
Usp7,Gata2
Usp7,Hmgb3
Usp7,Abca1
Usp7,Cybb
Usp7,Xk
Usp7,Lonrf3
Usp7,Pls3
Usp7,Ndufa1
Usp7,Dyrk3
Usp7,Tbx5
Usp7,Mapt
Usp7,Slc35g3
Usp7,Dnase1l1
Usp7,Slc6a8
Usp7,Rfx4
Usp7,Btbd11
Usp7,Mypn
Usp7,Ddc
Usp7,Irak3
Usp7,Nsg2
Usp7,4930524B15Rik
Usp7,Ube2r2
Usp7,Hoxb9
Usp7,Myh3
Usp7,Adam11
Usp7,9030617O03Rik
Usp7,Sfrp4
Usp7,Aoah
Usp7,Serpinb9b
Usp7,Oit1
Usp7,Fam107a
Usp7,Tsc22d1
Usp7,Dmtn
Usp7,Fgf17
Usp7,Gfra2
Usp7,Ank
Usp7,Fzd6
Usp7,Dcstamp
Usp7,Dpys
Usp7,4930562C15Rik
Usp7,Apod
Usp7,Mroh4
Usp7,Maats1
Usp7,Fetub
Usp7,Ets2
Usp7,Sncg
Usp7,Stk31
Usp7,Prph
Usp7,Tnfrsf21
Usp7,Acsbg2
Usp7,1700061G19Rik
Usp7,Myo1f
Usp7,Mep1b
Usp7,Tmem173
Usp7,Epb4.1l4a
Usp7,Zfp521
Usp7,H2-M5
Usp7,Myot
Usp7,Sall3
Usp7,Fbn2
Usp7,Cabp4
Usp7,Maoa
Usp7,Efhc2
Usp7,Gyk
Usp7,Gfra1
Usp7,Ribc1
Usp7,Fam120c
Usp7,Apex2
Usp7,Prdx4
Usp7,Padi4
Usp7,Tac2
Usp7,Katnal2
Usp7,Nnt
Usp7,Ifitm3
Usp7,Apool
Usp7,Zfp711
Usp7,Slc15a1
Usp7,Hprt
Usp7,Cnksr2
Usp7,Prps2
Usp7,Pramel6
Usp7,Pramel7
Usp7,Cplx2
Usp7,Msc
Usp7,Gsta3
Usp7,Rftn2
Usp7,Casp8
Usp7,Slc9a2
Usp7,Eif4e2
Usp7,Spp2
Usp7,Iqca
Usp7,Lrrn2
Usp7,Opn3
Usp7,Dusp23
Usp7,Cfap45
Usp7,Dusp27
Usp7,Fcgr2b
Usp7,Mrc1
Usp7,Gad2
Usp7,Lhx6
Usp7,Ly75
Usp7,Fbn1
Usp7,Meis2
Usp7,Ppp1r14d
Usp7,Fsip1
Usp7,Stmn2
Usp7,Car2
Usp7,Slc7a11
Usp7,Schip1
Usp7,Bche
Usp7,Sohlh2
Usp7,Il6ra
Usp7,Tlr2
Usp7,Egf
Usp7,Manba
Usp7,Laptm5
Usp7,Tnfrsf8
Usp7,Tal1
Usp7,Sorcs2
Usp7,Rhoh
Usp7,Spp1
Usp7,Sparcl1
Usp7,Pdx1
Usp7,Plxna4
Usp7,Gsg1
Usp7,Emp1
Usp7,Slco1c1
Usp7,Tnfrsf1a
Usp7,Trpm1
Usp7,Dnajb13
Usp7,Hsd17b14
Usp7,Ptpn5
Usp7,Cdk16
Usp7,Mrgprf
Usp7,Smarca1
Usp7,Sash3
Usp7,Slc25a14
Usp7,1700080O16Rik
Usp7,Gpc4
Usp7,Rbmx
Usp7,Praf2
Usp7,Pqbp1
Usp7,Timm17b
Usp7,Eras
Usp7,Was
Usp7,Rbm3
Usp7,Ebp
Usp7,Ftsj1
Usp7,Rpgr
Usp7,Fundc2
Usp7,Brcc3
Usp7,Rab39b
Usp7,Pgr15l
Usp7,Ophn1
Usp7,Igbp1
Usp7,Pbdc1
Usp7,Magee1
Usp7,Atrx
Usp7,Sh3bgrl
Usp7,Cenpi
Usp7,Lrch2
Usp7,Cdkl5
Usp7,Slc7a3
Usp7,Nlgn3
Usp7,Il2rg
Usp7,Taf1
Usp7,4930519F16Rik
Usp7,Cdx4
Usp7,Mtm1
Usp7,Cetn2
Usp7,Nsdhl
Usp7,Zfp185
Usp7,Msl3
Usp7,Xlr4c
Usp7,Ap1s2
Usp7,Zrsr2
Usp7,Haus7
Usp7,Atp2b3
Usp7,Abcd1
Usp7,Pir
Usp7,Renbp
Usp7,Naa10
Usp7,Irak1
Usp7,Mpp1
Usp7,Zcchc18
Usp7,Ptpn7
Usp7,1700016D06Rik
Usp7,Ank1
Usp7,Irf2
Usp7,Snx20
Usp7,Sall1
Usp7,B3gnt3
Usp7,1700018B08Rik
Usp7,Gpr83
Usp7,Vstm5
Usp7,Adamts8
Usp7,Tmprss5
Usp7,Loxl1
Usp7,Ooep
Usp7,Hcrtr2
Usp7,Mras
Usp7,Ptgs2
Usp7,Trpa1
Usp7,Srxn1
Usp7,Slc10a3
Usp7,Prr5l
Usp7,Inha
Usp7,Asic4
Usp7,Rnf125
Usp7,Kbtbd12
Usp7,Rac2
Usp7,Gm5134
Usp7,Trim69
Usp7,Antxr1
Usp7,Armcx2
Usp7,Tmem35
Usp7,Ndn
Usp7,Pla2g4c
Usp7,Phka1
Usp7,Zbbx
Usp7,Jdp2
Usp7,Tmem132d
Usp7,Pja1
Usp7,Pkd2
Usp7,Bai1
Usp7,Vax2
Usp7,Lbx2
Usp7,Zc3h12b
Usp7,Zc4h2
Usp7,Ppp1r32
Usp7,Pcyt1b
Usp7,Kank4
Usp7,Mageb4
Usp7,Slc25a21
Usp7,Krt17
Usp7,Ids
Usp7,Gsx2
Usp7,Zfp57
Usp7,Igfbp7
Usp7,Lrrk2
Usp7,Rnf113a1
Usp7,Upf3b
Usp7,Fgf1
Usp7,H2-Aa
Usp7,Zcchc12
Usp7,Zfp280c
Usp7,Stag3
Usp7,Aifm1
Usp7,Xpnpep2
Usp7,Inhbb
Usp7,Ttc29
Usp7,Myom3
Usp7,Syn1
Usp7,Fgf2
Usp7,Kdm6a
Usp7,Hhat
Usp7,Mavs
Usp7,Ephx3
Usp7,Pkd2l1
Usp7,D630003M21Rik
Usp7,Tgm2
Usp7,Csf3
Usp7,Cntln
Usp7,Gstp2
Usp7,Hoxa9
Usp7,Ankrd35
Usp7,Dock10
Usp7,Dgki
Usp7,Trps1
Usp7,Agbl3
Usp7,Birc7
Usp7,Siglecf
Usp7,4930591A17Rik
Usp7,Cdh26
Usp7,D1Pas1
Usp7,Wdr45
Usp7,Cntnap2
Usp7,Dock3
Usp7,Gabbr2
Usp7,Cited2
Usp7,Btnl9
Usp7,Plekha4
Usp7,Xaf1
Usp7,Igsf23
Usp7,Matn1
Usp7,Pitpnm3
Usp7,Ofd1
Usp7,Cyp2b23
Usp7,Zfhx2
Usp7,Siah1b
Usp7,Tet2
Usp7,Asgr2
Usp7,Map7d2
Usp7,Tspyl2
Usp7,Wnk3
Usp7,Nutm1
Usp7,Mdfic
Usp7,Mmrn2
Usp7,Coro2b
Usp7,Pramel1
Usp7,Zfp386
Usp7,Klhl23
Usp7,Ammecr1
Usp7,Nxt2
Usp7,S100a13
Usp7,Ikbke
Usp7,Gjb3
Usp7,Prdm14
Usp7,Tbc1d8b
Usp7,Rgs8
Usp7,Zc3h12a
Usp7,Bex2
Usp7,Zfp536
Usp7,Tril
Usp7,Mdga1
Usp7,Fam25c
Usp7,Nkrf
Usp7,Nxpe4
Usp7,Zbtb7c
Usp7,Ankrd45
Usp7,S1pr1
Usp7,Lrrc3b
Usp7,Lca5l
Usp7,Dcaf12l1
Usp7,Hnrnph2
Usp7,Ttll13
Usp7,Pnoc
Usp7,Ifit2
Usp7,Snx12
Usp7,She
Usp7,Pnma3
Usp7,Stxbp6
Usp7,Gpat2
Usp7,Ngfrap1
Usp7,Spin2c
Usp7,Gjb4
Usp7,Ttc34
Usp7,Pramef8
Usp7,Irgm1
Usp7,Mageb16
Usp7,Acsm4
Usp7,Ankrd33
Usp7,Mageh1
Usp7,Gap43
Usp7,Klhl34
Usp7,Yipf6
Usp7,Samd9l
Usp7,Fancb
Usp7,March4
Usp7,Scarf1
Usp7,Nbl1
Usp7,A830080D01Rik
Usp7,1110012L19Rik
Usp7,Penk
Usp7,Fam179a
Usp7,4930550L24Rik
Usp7,Gjb1
Usp7,Trim16
Usp7,Arxes2
Usp7,Pirt
Usp7,Tenm4
Usp7,Lmod1
Usp7,Gpr85
Usp7,Dleu7
Usp7,Pou4f1
Usp7,Arxes1
Usp7,Fam212b
Usp7,Nkx1-2
Usp7,Morc2b
Usp7,Lonrf2
Usp7,Vstm2a
Usp7,Arhgap30
Usp7,Prex2
Usp7,C1galt1c1
Usp7,Armcx3
Usp7,Catsperg2
Usp7,Rgag4
Usp7,Kcnk3
Usp7,Mblac1
Usp7,Tceal1
Usp7,Zfp672
Usp7,Rap2c
Usp7,Tdrp
Usp7,Rhox13
Usp7,Pla2g4e
Usp7,Amer1
Usp7,Hoxd10
Usp7,Armcx6
Usp7,Pnma5
Usp7,Ube2dnl1
Usp7,Prss27
Usp7,Kcns2
Usp7,Olfr986
Usp7,Mblac2
Usp7,Zfp42
Usp7,Ercc6l
Usp7,Islr2
Usp7,Trap1a
Usp7,Cacna1c
Usp7,Gm6583
Usp7,Tceal8
Usp7,Otud6a
Usp7,Kctd14
Usp7,Gypa
Usp7,D630039A03Rik
Usp7,Rasal3
Usp7,Cemip
Usp7,Nav2
Usp7,Serp2
Usp7,Cpvl
Usp7,Ube2ql1
Usp7,Jam2
Usp7,Btn2a2
Usp7,Slamf8
Usp7,Rxfp2
Usp7,Lgals7
Usp7,Krt42
Usp7,Rhox10
Usp7,Tmem179
Usp7,Tceal5
Usp7,Skida1
Usp7,BC055111
Usp7,Usp17la
Usp7,Pla2r1
Usp7,Xlr
Usp7,1700013H16Rik
Usp7,Zfp182
Usp7,Rnd1
Usp7,Fam19a5
Usp7,Smyd1
Usp7,Zfp93
Usp7,Fat2
Usp7,4933427D06Rik
Usp7,4930502E18Rik
Usp7,Kbtbd11
Usp7,Nap1l3
Usp7,Gm9992
Usp7,Gpr173
Usp7,Nxf3
Usp7,Scn3a
Usp7,BC051142
Usp7,Chst3
Usp7,Las1l
Usp7,Olfr1459
Usp7,Xlr3a
Usp7,Xlr3c
Usp7,Xlr5a
Usp7,Tubb2a
Usp7,Olfr846
Usp7,Nfe2
Usp7,Ntrk3
Usp7,Eda
Usp7,Zfp933
Usp7,Akap17b
Usp7,Tmem40
Usp7,Rpl10l
Usp7,Nlrp9b
Usp7,Vmn1r219
Usp7,Zfp229
Usp7,Dpp6
Usp7,1700029P11Rik
Usp7,Hsh2d
Usp7,Fmr1nb
Usp7,Usp17lb
Usp7,Msln
Usp7,Gm6406
Usp7,Grm4
Usp7,Tmem117
Usp7,Zfp773
Usp7,Nkx6-3
Usp7,Gm648
Usp7,2410137M14Rik
Usp7,Hhip
Usp7,Dhrs3
Usp7,Hmgn3
Usp7,6030419C18Rik
Usp7,Lgi1
Usp7,Foxd3
Usp7,Tuba3b
Usp7,Tspan6
Usp7,Hdac8
Usp7,Xlr5c
Usp7,Xlr4b
Usp7,Cxx1b
Usp7,Cxx1a
Usp7,Cenpb
Usp7,Shroom4
Usp7,Slc4a5
Usp7,Tlx2
Usp7,Uty
Usp7,Aard
Usp7,Ddx3y
Usp7,4930444G20Rik
Usp7,Ampd1
Usp7,Fbxo39
Usp7,Peg12
Usp7,Ceacam20
Usp7,Lrrc73
Usp7,Timm8a2
Usp7,G630090E17Rik
Usp7,3425401B19Rik
Usp7,Cpa2
Usp7,Lrrn4cl
Usp7,Fam155a
Usp7,Spin4
Usp7,Gspt2
Usp7,Rhox1
Usp7,Xlr5b
Usp7,Zfp951
Usp7,Bhlhb9
Usp7,Uprt
Usp7,Zxdb
Usp7,Xlr3b
Usp7,Vma21
Usp7,BC023829
Usp7,Gm9
Usp7,AU022751
Usp7,Nudt11
Usp7,Arl14epl
Usp7,Krtdap
Usp7,Ceacam1
Usp7,Gm10705
Usp7,Hpse2
Usp7,Accsl
Usp7,Cd80
Usp7,H60b
Usp7,Scn2a1
Usp7,Nynrin
Usp7,Dio3
Usp7,Klhdc7a
Usp7,F8a
Usp7,Ccdc105
Usp7,Pramef17
Usp7,Serpina3m
Usp7,Cyp4v3
Usp7,Zan
Usp7,Rab9
Usp7,Trappc2
Usp7,Pin4
Usp7,Nhsl2
Usp7,Apoo
Usp7,Gm6880
Usp7,Hoxa3
Usp7,Gm364
Usp7,Xlr4a
Usp7,Dnajb3
Usp7,Nap1l2
Usp7,Tmem240
Usp7,Gm13889
Usp7,Kcne1l
Usp7,Klhl33
Usp7,AF067063
Usp7,Gm21451
Usp7,D630033O11Rik
Usp7,Fignl2
Usp7,Tcstv1
Usp7,G430049J08Rik
Usp7,Gm3417
Usp7,Ntn3
Mdm2,Pdcd1
Pdcd1,Mdm2
Klhl40,Sar1a
Satb2,Bcl11b
Satb2,Tbr1
Traf6,Usp20
Usp8,Yy1
Myod1,Tle3
Myod1,Tcf3
Tle3,Myod1
Tcf3,Myod1
Gpbar1,Trim21
Gpbar1,Nedd4
Gpbar1,Smurf1
Smurf1,Gpbar1
Gpbar1,Smurf1
Olfm1,Usp19
Olfm1,Olfm3
Olfm1,Olfm2
Olfm1,Clip1
Olfm1,Ganab
Olfm1,Gria2
Olfm1,Smarcd3
Olfm1,Brwd3
Olfm1,Tmem33
Olfm1,Tubgcp2
Olfm1,Nup153
Olfm1,Cacna1a
Olfm1,Dpm1
Olfm1,Map3k7
Olfm1,Nfrkb
Olfm1,Uchl5
Olfm1,Chchd6
Olfm1,Tenm4
Olfm1,Cct5
Olfm1,Kidins220
Olfm1,Hadha
Olfm1,Eif4e
Olfm1,Psma7
Olfm1,Rps5
Olfm1,Hcn3
Olfm1,Map2k4
Olfm1,Rpn1
Olfm1,Rps27l
Olfm1,Ktn1
Olfm1,Syp
Olfm1,Syngr3
Olfm1,Ndufv1
Olfm1,Vapa
Olfm1,Calr
Olfm1,Triobp
Olfm1,Rufy3
Olfm1,Tjp1
Olfm1,Gria2
Olfm1,Gria4
Olfm1,Tenm4
Tbk1,Vangl2
Optn,Tbk1
Sigmar1,Rac1
Sigmar1,Hspa5
Sigmar1,Itpr1
Sigmar1,Grin2b
Myl3,Myh6
Ndufs1,Ndufv1
Phb2,Phb
Hadha,Hadhb
Uqcrc2,Uqcrb
Atp5o,Atp5b
Hadhb,Hadha
Atp5o,Atp5f1
Atp5h,Hadha
Atp5f1,Atp5b
Myh6,Ttn
Idh3g,Idh3a
Atp5b,Atp5a1
Ndufv1,Ndufs1
Myh6,Myl2
Atp5b,Aco2
Atp5l,Hadha
Phb,Phb2
Atp5c1,Atp5e
Myl2,Myl3
Ndufa7,Ndufs3
Cox7a1,Cox5b
ATP8,Atp5j
Ndufa7,Ndufa5
Myh6,Mybpc3
Ndufa2,Ndufs1
Idh3a,Idh3g
Atp5b,Atp5o
Myh8,Myh6
Atp5j,Atp5h
Myl3,Myl2
Atp5c1,Atp5b
Atp5e,Atp5a1
Tnnt2,Tnni3
Atp5e,Atp5d
Acta2,Myh6
Sdha,Sdhb
Myoz2,Actn2
Crat,Mdh2
Myh6,Acta2
Atp5a1,Atp5b
Myh6,Myl3
Tnni3,Tnnt2
Trim11,Mapt
Tpm1,Tnni3
Ech1,Eci2
Suclg1,Sucla2
ATP8,Atp5h
Slc25a4,Acadvl
Mdh2,Atp5a1
Atp5h,Atp5j
Suclg1,Atp5o
Atp5j,Atp5b
Acta2,Tpm1
Samm50,Mtx2
Acta2,Actn2
Atp5c1,Atp5a1
Atp5a1,Atp5e
Uqcrc2,Atp5a1
Hist2h3b,Hist1h2bg
Cox6b1,Ndufa4
Mdh2,Crat
Mdh2,Suclg1
Sucla2,Suclg1
Slc25a4,Slc25a5
Atp5b,Atp5j
ATP8,Atp5a1
Slc25a4,Hadha
Atpif1,Atp5b
Atp5f1,Atp5h
Ndufb4,Ndufb8
Tpm1,Acta2
ATP8,Atp5f1
Atp5f1,Atp5a1
Atpif1,Atp5a1
Myh6,Ckm
Myh6,Myom1
Ndufb11,Ndufa10
Atp5a1,Aco2
Hadha,Atp5h
Chchd3,Immt
Uqcrc2,Ndufa2
Tnnt2,Tpm1
Ndufa7,Ndufa13
Etfa,Atp5a1
Atp5a1,Atp5f1
Etfb,Lyrm5
Ndufb10,Ndufb8
Tnnc1,Tnni3
Tnni3,Acta2
Atp5j,Atp5a1
Atp5j,Atp5f1
Myl2,Myh6
Sucla2,Hadha
Cox6c,Ckmt2
Mdh2,Aco2
Ndufa2,Uqcrc2
Atp5a1,Atp5c1
Chchd3,Ckmt2
Ak2,Aifm1
Ndufa10,Ndufa6
Cycs,Ckmt2
Atp5a1,Atp5h
Hadha,ATP8
Atp5f1,Atp5j
Got2,Atp5b
ATP8,Hadha
Pdk1,Pdk2
Tnnt2,Myh6
Myh6,Myh1
Tnnt2,Acta2
Hadhb,Atp5a1
Immt,Idh3a
Atp5e,Atp5c1
Ndufb8,Ndufa10
Phb2,Myh11
Ndufa10,Ndufb11
Atp5b,Atp5f1
Cox5b,Cox4i1
Actn2,Acta2
Got2,Mdh2
Aco2,Mdh2
Myh6,Tnnt2
Aco2,Atp5a1
Got2,Atp5a1
Pdha1,Pdhb
Ndufb8,Ndufb11
Ndufs5,Ndufa13
Myl2,Acta2
Hadha,Atp5j
Tnni3,Tnnc1
Atpif1,Myh6
Aco2,D10Jhu81e
Atp5l,Hadhb
Atp5a1,Myh6
Atp5f1,Tufm
Ndufa9,Cox5a
Eno3,Myh6
Cox4i1,Cox5b
Ttn,Myh6
Hadhb,Atp5l
Rpl18,Acot13
Atpif1,Hadha
ATP8,Atp5d
Ttn,Aco2
Atp5f1,Atp5o
Rbm27,Myh6
Dld,Pdhx
Myh6,Dnah5
Atp1b1,Myh6
Acat1,Mmaa
Tnni3,Atp5a1
2410089E03Rik,Ndufs1
Ndufs1,Ndufa2
Hadha,Tnnt2
Mdh2,Myh6
Cox6c,Ndufa4
Got2,Gfm2
Tnnc1,Acta2
Myh6,Afg3l2
Capza2,Capzb
Myh6,Dnajc28
Actn2,Ldb3
Tpm1,Tpm4
Slc25a5,Slc25a4
Atp5o,Sdha
Son,Myh6
Acta2,Tnnt2
Myl3,Tpm1
Kat6a,Atp5b
Vps13b,Atp5b
Etfb,Etfa
Chchd3,Shank3
Tpm1,Tnnt2
Slc25a4,Tecr
Atp5h,Rbm14
Acta2,Lbr
Atp5h,Atp5f1
Pcca,Slc25a12
Myh6,Zc3h13
Nod1,Acot13
Ccdc89,Myh6
Etfa,Etfb
Myh6,Myh8
Myh6,Vcl
Hist2h3b,Rpl27a
Ckmt2,Myo18a
Oxct1,Ssbp1
Dnaja3,Atp5a1
Eno1,Eno3
Myh6,Col4a2
Reln,Idh2
Atp5e,ATP8
Mdh2,Bod1l
Hadha,Atp5l
Ndufb5,Ndufc2
CYTB,Uqcrc2
Upf1,Eci1
Pdia3,Ttn
Rbm27,Atp5a1
Pcca,Slc25a13
Myh6,Psmc1
Rars2,Myh6
Myh6,Aldoa
Myl2,Uba1
